revision_id,property_id,value_id,property_label,entity_label,old_value,old_value_label,new_value,new_value_label,label,old_value_description,new_value_description,llm_label
2301720460,31,Q130355777$830072fe-4f19-4ae5-5ae7-afeb4fe6fef7,instance of,Fran Galović Award,"""Q105810973""",award for best book (by genre),"""Q105810971""",award for best book,unrefinement,,,refinement
1448786317,6104,Q107341710$8E1A2D18-148F-4FC8-97CB-BAF30C5DA4F4,maintained by WikiProject,Strandlyvej,"""Q106774536""",WikiProject Swedish Bath Waters,"""Q107096245""",Project European Bath Waters,unrefinement,Wikiproject that focuses on Swedish bathing site objects,,property_value_update
2196069789,1343,Q15920439$D28466AC-28A7-426F-8EFA-1A5E975376C8,described by source,Xu Xiangqing,"""Q107131799""","Guochao xianzheng lu, volume 80","""Q10926857""",Guochao xianzheng lu,unrefinement,,book of biographies for people from the Ming dynasty,refinement
2196755921,1343,Q11098316$0A17ACDB-A3FA-4ACC-9EA8-ABCB88817163,described by source,Li Wei,"""Q107281657""","Guochao Xianzheng Shilüe, volume 3","""Q10926113""",Guochao Xianzheng Shilüe,unrefinement,,,refinement
2196781986,1343,Q30950357$032A30E7-F3D4-4C3D-958D-8B36EEF51B97,described by source,Zhou Yuanli,"""Q107296115""","Collected Stele Biographies, volume 35","""Q10442254""",Collected Stele Biographies,unrefinement,,,refinement
2196847895,1343,Q45646985$C1263F06-FE72-40E2-B93D-A52F3364A12A,described by source,Bian Huanwen,"""Q107364854""","Guochao Qixian Leizheng Chubian, volume 469","""Q9685641""",Guochao Qixian Leizheng,unrefinement,,,unrefinement
149962283,31,Q3554406$8C099772-F86C-42A8-944C-5BF44489ADC2,instance of,Van Hanh Pagoda,"""Q10748583""",Buddhist temple in Vietnam,"""Q5393308""",Buddhist temple,unrefinement,,place of worship for Buddhists,unrefinement
1571000883,279,Q30879196$343850eb-4c3a-6d71-80c8-52d9bb8b94b6,subclass of,Apostolic Nuncio to the European Union,"""Q110724149""",ambassador of Israel to the European Union,"""Q101064552""",ambassador to the European Union,unrefinement,,,unrefinement
1989223666,1344,Q65993195$183fa0a7-49ea-aace-70de-33ab0ac4a040,participant in,KC Lightfoot,"""Q111292736""",2022 World Athletics Indoor Championships – men's pole vault,"""Q85865946""",2022 World Athletics Indoor Championships,unrefinement,,international athletics championship event,unrefinement
1989120093,31,Q114396775$47546ADF-4326-4BC1-9C27-DBE35AEEBB74,instance of,Practical Space Fireworks,"""Q111369260""",Minecraft mod,"""Q865493""",video game mod,unrefinement,modification for the video game Minecraft,modification of a video game,unrefinement
1675615622,361,Q113020319$fc2be65c-4f3d-aa36-1beb-d9aa1ef1d20d,part of,2018 New Taipei City Council election,"""Q113009709""",2018 Taipei City Council election,"""Q48928519""",2018 Taiwanese city and county council elections,unrefinement,election in Taiwan,,property_value_update
2330603360,31,Q1035617$8E0C3EED-E2EB-48BA-81D9-738F4E49F931,instance of,Nadvirna Raion,"""Q114072597""",former raion of Ukraine,"""Q7688""",raion,unrefinement,,administrative division in several countries,unrefinement
2284212117,4330,Q130810642$a26d6c58-4113-b946-ee0d-271f48a53d81,contains,"Necropolis, Tomb 6, Loculus V","""Q11519176""",wooden coffin,"""Q184418""",coffin,unrefinement,,"container for transport, laying out and the burial of a corpse",unrefinement
1207540671,31,Q7814041$c2d79d1a-4081-cce1-38ab-0d1525533347,instance of,2007 Tokyo gubernatorial election,"""Q11525357""",Tokyo gubernatorial election,"""Q15261477""",gubernatorial election,unrefinement,,election to elect a governor,unrefinement
772612340,31,Q7251$22FE0362-8887-417C-A9AC-81850399468C,instance of,Alan Turing,"""Q1171048""",Subhuman,"""Q5""",human,unrefinement,single by Garbage,"any member of Homo sapiens, unique extant species of the genus Homo",property_value_update
260293803,31,Q1153052$1fcf2440-4393-fda3-223d-41dedeb36e5a,instance of,DEW-Gasometer Dortmund,"""Q1264036""",Gasometers in Münster,"""Q962715""",gas holder,unrefinement,"architectural structure in Münster, Germany",large container for storing natural gas,property_value_update
2131055245,31,Q13956961$D5E4D0AC-616E-4E76-A14D-B24785872452,instance of,Wujiamiao,"""Q13100073""",village of the People's Republic of China,"""Q985488""",residential community,unrefinement,type of grassroots mass autonomous organization and the 5th level of administrative divisions in China PRC,administrative territorial entity of the People's Republic of China,property_value_update
2182496705,131,Q2876120$7595FA5C-E325-4CF1-9378-F8027CFF29F2,located in the administrative territorial entity,National Route A002,"""Q1486""",Buenos Aires,"""Q44754""",Buenos Aires Province,unrefinement,capital and largest city of Argentina,province of Argentina,property_value_update
1622381178,39,Q321434$AE0FFE96-D32B-430B-A3F4-6B9C6E8C435B,position held,"Henri de Bourbon, Duke of Verneuil","""Q15729481""",Roman Catholic Bishop of Metz,"""Q29182""",bishop,unrefinement,,ordained or consecrated member of the Christian clergy,unrefinement
418227915,1552,Q5422106$6425e109-4578-21fc-fbf2-a54b29fa5dfd,has characteristic,extouch triangle,"""Q15921574""",area of plane shape,"""Q11500""",area,unrefinement,,"quantity that expresses the extent of a two-dimensional surface or shape, or planar lamina, in the plane",unrefinement
696932087,39,Q466836$8f3d8bd4-4144-4679-5f90-59ab6d7d4c8b,position held,Rosy Bindi,"""Q27795992""",Italian Minister of Health,"""Q55050744""",Minister of Health,unrefinement,Italian minister,Italian Cabinet position,property_value_update
2029826552,31,Q4702793$52E2A3FB-1187-4205-BD5F-7FF37B3D3150,instance of,Al-Malkiyya,"""Q23828039""",village/town/city in Lebanon,"""Q532""",village,unrefinement,Town in Syria,small clustered human settlement smaller than a town,unrefinement
685784780,31,Q3463070$88CCBD6D-9406-4B66-A007-DB2C2BCD4C7D,instance of,Saint-Noël,"""Q27676420""",village municipality of Quebec,"""Q27676428""",municipality,unrefinement,type of local municipality in Quebec,"type of municipality in Quebec; these are municipalities that only have ""municipality"" in their status",unrefinement
859238761,971,Q25338592$2FC8F9B1-A34A-4026-9C47-A2430E352A5F,category combines topics,Category:Igbo rap albums,"""Q29035150""",album by this artist,"""Q482994""",album,unrefinement,Wikidata metaclass,"grouping of album releases by an artist usually released at the same time with the same title and tracks but in different formats for consumption (digital, CD, LP)",unrefinement
888740688,279,Q55635949$09e38ad1-4533-710b-8b29-1fa06a4734d4,subclass of,tobacco factory,"""Q29650419""",Factory building,"""Q41176""",building,unrefinement,"former smithy on Austrasse in Bühler in the canton of Appenzell Innerrhoden, Switzerland","structure, typically with a roof and walls, standing more or less permanently in one place",unrefinement
1322505543,31,Q29650425$d680d289-4644-a646-c8d1-d1c8857d787c,instance of,factory building,"""Q29650425""",factory building,"""Q41176""",building,unrefinement,"building on Austrasse in Bühler in the canton of Appenzell Ausserrhoden, Switzerland.","structure, typically with a roof and walls, standing more or less permanently in one place",unrefinement
780808478,54,Q4961160$32497651-E96E-41E0-A228-31D8A7B7D700,member of sports team,Brendon Dawson,"""Q338685""",Zimbabwe women's national rugby union team,"""Q1544873""",Zimbabwe national rugby union team,unrefinement,sports team,rugby union team,property_value_update
1608472139,197,Q2982151$40d73e58-47ed-9a1c-89d9-9ac9e06e6cff,adjacent station,Grand Central – 42nd Street,"""Q2982388""",42nd Street–Bryant Park/Fifth Avenue,"""Q109629886""",Fifth Avenue,unrefinement,New York City subway station,"metro station in Manhattan, New York, United States",property_value_update
1904590070,127,Q118793009$02874df3-4418-7c9a-e493-56bb350c8077,owned by,Axim Polyclinic,"""Q327333""",government agency,"""Q7188""",government,unrefinement,"organisational part of a government responsible for specific public services, such as health, judiciary, education, transportation, foreign affairs, etc","system or group of people governing an organized community, often a state",unrefinement
951529904,159,Q55633416$407c1ddb-4aab-35d3-45b2-423ba5f5d8f2,headquarters location,Society for the Study of Addiction,"""Q3123462""",University of Northampton,"""Q192240""",Northampton,unrefinement,"modern university in Northamptonshire, UK","town and civil parish in Northamptonshire, England, UK",property_value_update
777030921,2354,Q22666734$f41a6455-48bf-dbcf-63e7-9dab1a3bfbfd,has list,ambassador of Germany to Japan,"""Q320468""","list of German ministers, envoys and ambassadors to Japan","""Q1619440""",list of ambassadors of Germany to Japan,unrefinement,Wikimedia list article,Wikimedia list article,refinement
2165243656,31,Q125535036$aaec15d2-4cb4-0744-31e3-6d5ad68c9a3b,instance of,2024 Acura Grand Prix of Long Beach,"""Q125535036""",2024 Acura Grand Prix of Long Beach,"""Q10259870""",Grand Prix of Long Beach,unrefinement,"indycar race held in Long Beach, California",indycar race,unrefinement
1919234667,800,Q263213$d714fcfd-4932-49b3-d9e1-9246784ae9e2,notable work,Anne Golon,"""Q4764321""","Angélique, the Marquise of the Angels","""Q544911""",Angélique,unrefinement,book by Anne Golon,book series,unrefinement
2234373542,166,Q128971362$65ac793b-4574-94a9-cbd2-011166bed7ca,award received,Majestic Residence Signature Villa,"""Q129551858""",Architecture Single Residence Thailand,"""Q128985660""",International Property Awards,unrefinement,Award given in the International Property Awards Asia Pacific for excellence in single residential design in Thailand.,"International Property Awards: Prestigious global awards recognizing excellence in residential and commercial property sectors, judged by experts across regions including Africa, Asia Pacific, Europe, and the Americas.",property_value_update
1830500978,31,Q3208164$FC1AAF17-1E55-43CB-9786-F5E21605FCBD,instance of,La Demeure Historique,"""Q50922133""",association under the French law of 1901 with public benefit status,"""Q15911314""",association,unrefinement,type of association in France,group of individuals (natural persons) or entities (legal persons) of all kinds,unrefinement
1196928749,31,Q10566528$9765a194-43d9-7802-e0c5-5a1b247524ae,instance of,Kahk,"""Q13276""",cake,"""Q14515951""",food,unrefinement,baked dessert,food for human consumption,unrefinement
740145725,20,Q466601$25733500-32E8-4F20-B5C0-E88EE688CD84,place of death,Charles Terront,"""Q1726147""",canton of Marseille-Sainte-Marguerite,"""Q23482""",Marseille,unrefinement,canton of France,"French commune in Bouches-du-Rhône, Provence-Alpes-Côte d'Azur; the second largest city of France",unrefinement
2302417747,106,Q955782$84178AC1-4023-4611-A367-EDA280FD9218,occupation,Vladislav the Grammarian,"""Q131416318""",Church Slavonic writers,"""Q36180""",writer,unrefinement,Slavic writers,person who uses written words to communicate ideas and to produce literary works,unrefinement
1173061448,31,Q18335087$14d499f1-44f5-3a2e-33ed-15df23aa6895,instance of,,"""Q1207465""",conference hall,"""Q10547557""",conference facility,unrefinement,room provided for singular events such as business conferences and meetings,facility intended for conferences,refinement
1221133750,149,Q2974562$F2BF1BC7-1B25-4D93-A79A-E461CD3D402A,architectural style,City Hall of Cardiff,"""Q3635092""",Edwardian Baroque architecture,"""Q5346070""",Edwardian architecture,unrefinement,Neo-Baroque architectural style of many public buildings built in the British Empire during the Edwardian era,style of architecture designed during the reign of Edward of Great Britain (1901-1910),refinement
1414979007,279,Q4118894$AE07BC44-DD8F-451A-9E08-72277229B30B,subclass of,viral entry into host cell,"""Q14865173""",entry into host cell,"""Q22270255""",entry into host,unrefinement,The invasion by an organism of a cell of its host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction.,"penetration by an organism into the body, tissues, or cells of the host organism (the host is defined as the larger of the organisms involved in a symbiotic interaction)",property_value_update
1839113150,31,Q688452$2d9b55c7-489c-b03e-7dd9-6f5b9e69c62d,instance of,Triodos Bank,"""Q746515""",ethical banking,"""Q22687""",bank,unrefinement,bank concerned with the social and environmental impacts of its investments and loans,financial institution that accepts deposits,unrefinement
833234186,31,Q50235448$281e8998-413c-4e72-e36d-0f1612e7242b,instance of,federal intervention on Rio de Janeiro in 2018,"""Q1977915""",federal intervention in Argentina,"""Q60585247""",federal intervention,unrefinement,attribution of the federal government of Argentina,temporary suspension of the autonomy of federal entities within a country,unrefinement
1722973258,1454,Q107003420$5635b0b7-4e35-be2d-f25e-9285cc53e268,legal form,Federal Foundation for Gender Equality,"""Q20050667""",foundation under public law,"""Q56597644""",federal foundation,unrefinement,type of legal form in Germany for government foundations,type of legal form in Germany,unrefinement
671683393,2629,Q648980$40164520-4463-b02c-dd03-de3396572168,BBFC rating,Alice: Madness Returns,"""Q4550895""",15 certificate,"""Q47542366""",15 rating,unrefinement,BBFC content rating indicating restricted to persons aged 15 years and over,age-based content rating,unrefinement
1802161294,4437,Q13091172$4AC4A468-1A4A-406A-8ABD-78175750A22E,FPB rating,Big Hero 6,"""Q42012498""",10-12 PG,"""Q42012492""",PG,unrefinement,FPB film content rating. The film is not suitable for children under the age of 10. Children from the ages of 10-12 years may not be allowed to watch the film unless accompanied or supervised by an adult,FPB film content rating. Parental guidance recommended for younger children,property_value_update
751258242,463,Q203966$a992f342-40c4-d20e-3ecc-ebe4eaf44857,member of,Paul Ryan,"""Q18740945""",115th United States Congress,"""Q11268""",United States Congress,unrefinement,2017–2019 legislative term,bicameral legislature of the United States,unrefinement
1117301457,1411,Q40715$42cd21b6-4e4b-dfbd-2993-4e93400f6d45,nominated for,Jennifer Lopez,"""Q1661123""",11th Independent Spirit Awards,"""Q311836""",Independent Spirit Awards,unrefinement,,American film awards dedicated to independent filmmakers,unrefinement
1085985505,276,Q17815583$1442EA6D-F476-43FD-917F-D3BCE8488339,location,"Gate Piers, Langside College, 124 Prospecthill Road, Glasgow","""Q17815579""","124 Prospecthill Road, Langside College","""Q6486483""",Langside College,unrefinement,"architectural structure in Glasgow City, Scotland, UK","college in Glasgow, Scotland, UK",unrefinement
212575773,279,Q271855$128c9e2c-4b77-238b-c3fc-0294cc8676cf,subclass of,government budget,"""Q15629444""",government report,"""Q19828919""",government document,unrefinement,document written by a government to convey information,written work created by a government,property_value_update
696930285,39,Q3659287$41075577-4e7b-03a5-790b-751899f33294,position held,Carlo Donat-Cattin,"""Q27795992""",Italian Minister of Health,"""Q55050744""",Minister of Health,unrefinement,Italian minister,Italian Cabinet position,property_value_update
693506301,39,Q365166$35db6a26-455b-4d75-1c51-8a9119b9f85b,position held,Adolfo Sarti,"""Q25973167""",Italian Minister of Justice,"""Q54888195""",Minister of Justice,unrefinement,Italian minister,Italian ministerial position,property_value_update
2280415784,179,Q6911014$F27A6A4D-6255-4908-A05C-7CD680D76E2D,part of the series,More Nature – A Selection of New Zealand’s Best 2000-2005,"""Q6980847""",Nature's Best: New Zealand’s Top 30 Songs of All Time,"""Q131342519""",Nature's Best,unrefinement,2002 compilation album; various artists,compilation album series,refinement
1551891316,279,Q110291310$bfd1991a-499a-22a4-ebd3-74095b583de2,subclass of,nephew-in-law,"""Q104772439""",nephew-in-law or niece-in-law,"""Q15224724""",nephew,unrefinement,partner or spouse of a child of a sibling or half-sibling,male child of a sibling or half-sibling,property_value_update
1551891171,279,Q110291311$2b25ccf0-4a85-63f6-c2e4-139b73a7ec3f,subclass of,niece-in-law,"""Q104772439""",nephew-in-law or niece-in-law,"""Q3403377""",niece,unrefinement,partner or spouse of a child of a sibling or half-sibling,female child of a sibling or half-sibling,property_value_update
463669237,279,Q1454986$c6c15990-4b18-7491-8c74-6635acff72ac,subclass of,physical system,"""Q15619176""",concrete object,"""Q488383""",object,unrefinement,object with a physical referent,anything that may be observed or acted upon by a subject,property_value_update
1064258648,31,Q29129211$BD4B0619-60E4-4615-AAA4-A742396429B8,instance of,,"""Q20900710""",painting on a moveable support,"""Q3305213""",painting,unrefinement,,"visual artwork, surface artistically covered with paint",unrefinement
990993221,31,Q4500372$00B3A830-FB0E-4479-AE50-A00D80C9332F,instance of,Chacislaŭ,"""Q532""",village,"""Q1989945""",agrotown,unrefinement,small clustered human settlement smaller than a town,type of rural settlement in Belarus,refinement
1779174362,180,Q115457979$4d2d6042-419d-8a34-2d75-f8fa5c4718e6,depicts,Zahnspinnerraupe,"""Q81825""",caterpillar,"""Q796463""",Notodontidae,unrefinement,larva of a butterfly or moth,family of insects,property_value_update
1375612269,19,Q3364194$85F873E8-EDDA-480C-9D68-954702422350,place of birth,Dagmar Hansen,"""Q946886""",Rungsted,"""Q1748""",Copenhagen,unrefinement,district of Copenhagen,capital and largest city of Denmark,property_value_update
755535729,279,q327132$8ee8d97a-49b5-3ccf-eea7-46bcf7f5fea7,subclass of,Soviet space dog,"""Q53662""",Laika,"""Q144""",dog,unrefinement,Soviet space dog (c. 1954–1957),domestic animal,unrefinement
264658456,106,Q5075431$D6B6DC2D-DF49-4F9A-80BA-A188B1B929C0,occupation,Charles Barnett-Clarke,"""Q4958876""",dean,"""Q15995941""",religious servant,unrefinement,cleric holding certain positions of authority within a religious hierarchy,"person, member of a religious belief",unrefinement
214884987,1343,Q6578319$AE658F28-5FB4-4F44-BF37-87160C05DC5A,described by source,malleolus,"""Q19558994""",Gray's Anatomy (20th edition),"""Q200306""",Gray's Anatomy,unrefinement,20th edition of Gray's Anatomy published in 1918,textbook of human anatomy,unrefinement
1412711789,682,Q23511778$A2F9EF53-053B-486E-9148-60B7E60F197B,biological process,Sensor protein vanS BC2497,"""Q14863351""",signal transduction by protein phosphorylation,"""Q828130""",signal transduction,unrefinement,A process in which the transfer of one or more phosphate groups to a substrate transmits a signal to the phosphorylated substrate.,cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell,unrefinement
1011524732,19,Q65966537$f0d069d0-4805-0d38-ea5c-0f4b69571146,place of birth,Yael Globerman,"""Q192807""",Ramat Gan,"""Q33935""",Tel Aviv,unrefinement,city in the Tel Aviv District of Israel,city in Israel,property_value_update
70381280,31,q805439$98916dd2-4034-5765-1092-a34eb0050c6c,instance of,Christ the King statue,"""Q805438""",monumental statue of Christ the King,"""Q4989906""",monument,unrefinement,class of monumental sculpture,"imposing structure created to commemorate a person or event, or used for that purpose",unrefinement
2333420683,106,Q133800314$7592ec86-4076-08e1-a623-a936c9f95964,occupation,Mohsen,"""Q133800314""",Mohsen,"""Q49757""",poet,unrefinement,"Iranian poet, author, translator, and journalist (born 1981)",person who writes poetry,unrefinement
699724135,921,Q1822290$bf7837ad-40e4-b834-0c4f-373b5c61f282,main subject,Lexikon der Anarchie,"""Q486213""",anarchism in Germany,"""Q6199""",anarchism,unrefinement,overview of anarchism in Germany,political philosophy and movement,unrefinement
874474286,527,Q61968603$29bce513-4b50-7d28-98a4-fc8c426c79d4,has part(s),Postal: Fudge Pack,"""Q59312137""",Postal 2: Share the Pain,"""Q1974968""",Postal 2,unrefinement,multiplayer mod for the 2003 video game Postal 2,2003 video game,unrefinement
1321372878,106,Q94901469$0F2F3046-84DF-4000-97AF-9105B29E5D01,occupation,Karl Anton Henniger,"""Q10511368""",high school teacher,"""Q5758653""",secondary school teacher,unrefinement,teacher in a secondary education institution,teacher of high school (12-18 years),refinement
282446268,186,Q2928779$577220ef-46aa-b7d7-efb6-e876286e324a,made from material,Frédérick Lemaître,"""Q23757""",limestone,"""Q22731""",stone,unrefinement,sedimentary rocks made of the chemical substance calcium carbonate,rock; building material,unrefinement
409394311,31,q7771551$C7213732-F9FE-4B3D-B088-95360F9031F8,instance of,The Union Club Mysteries,"""Q1279564""",short story collection,"""Q571""",book,unrefinement,book containing several short stories by a single author,medium for recording information (words or images) typically on bound pages or more abstractly in electronic or audio form,unrefinement
636731195,31,Q49843725$65f70290-403c-7820-d432-ef5ab1cb536c,instance of,Fanny Eliza Arden,"""Q924827""",human from Star Trek,"""Q5""",human,unrefinement,human species as depicted in Star Trek,"any member of Homo sapiens, unique extant species of the genus Homo",unrefinement
877113262,36,Q10561363$b9b31dec-4ed2-e382-e2be-045036815c8e,capital,,"""Q10561357""",Lidingö centrum,"""Q54349""",Lidingö,unrefinement,Shopping center Sweden,"urban area in Lidingö Municipality, Sweden",unrefinement
530173746,279,Q11755959$3d019948-41d4-c9c7-ad91-3333bbb836fe,subclass of,multi-story urban building,"""Q33673393""",multi-storey building,"""Q41176""",building,unrefinement,,"structure, typically with a roof and walls, standing more or less permanently in one place",unrefinement
1697971886,31,Q271110$464c3e5e-4100-7377-7ac4-5423fb094042,instance of,Islamic Revolutionary Guard Corps,"""Q781132""",military branch,"""Q8473""",military,unrefinement,subdivision of the armed forces of a sovereign nation,organization primarily tasked with preparing for and conducting war,unrefinement
98542787,31,Q12909546$dd43827a-4dc6-856b-58aa-9c0337a7deaa,instance of,Pešnica,"""Q4022""",river,"""Q13445072""",watercourse,unrefinement,larger natural watercourse,,unrefinement
1290324447,31,Q2050127$D5BF9206-D506-4DFA-A042-BFEB18303FBB,instance of,Panzerbrigade 6,"""Q22115622""",panzerbrigade,"""Q23901273""",armored brigade,unrefinement,armored brigade formation organized within the German Army,military formation containing significant armored elements,refinement
1989121226,31,Q114397149$D7C4AF7C-F242-4E67-ABAC-AA0EF9C47287,instance of,World State Checkpoints,"""Q111369260""",Minecraft mod,"""Q865493""",video game mod,unrefinement,modification for the video game Minecraft,modification of a video game,refinement
1139518418,31,Q88116467$0C4B20F2-6994-4F81-9236-BCE436E172A0,instance of,Odhner mechanical computer-MHS 2445,"""Q1145419""",Curta,"""Q211586""",mechanical calculator,unrefinement,mechanical pocket calculator,mechanical machine for arithmetic operations for absolute calculators,refinement
2298857744,279,Q59545$FEE50844-5EB1-437A-907C-FA97B08884CD,subclass of,temporary work agency,"""Q352450""",agency,"""Q261362""",employment agency,refinement,professional service provider,organization which matches employers to employees,unrefinement
1154341612,39,Q382276$BC048E44-BF45-43EF-A860-1CA9853EBBAB,position held,Tiberius Sempronius Longus,"""Q53913298""",decemviri sacris faciundis,"""Q21599505""",decemvir,refinement,religious collegium of ten priests in Ancient Rome,"magistrate of Ancient Rome, one of a group of ten members",unrefinement
802159675,31,q444451$32E1455B-A328-445C-96C9-A00314BC2AE4,instance of,City of Golden Shadow,"""Q47461344""",written work,"""Q571""",book,refinement,"any work expressed in writing, such as inscriptions, manuscripts, documents or maps",medium for recording information (words or images) typically on bound pages or more abstractly in electronic or audio form,refinement
6591702,31,q202531$FBF797FE-6A6E-447D-A9D6-022AC1F733BE,instance of,Deception Point,"""Q11424""",film,"""Q6293""",photographic film,refinement,"sequence of images that give the impression of movement, stored on film stock",sheet of plastic coated with light-sensitive chemicals,property_value_update
1343214941,793,Q1980$0cb1a9a5-4b24-be44-298d-282f91642ab6,significant event,Stade de Gerland,"""Q124753""",2007 Rugby World Cup,"""Q1782573""",2007 Rugby World Cup qualifying,refinement,6th Rugby World Cup,,property_value_update
201113047,31,Q23540$A23BEE09-6EFF-4F3B-A37D-03313BFC5AE7,instance of,Protestantism,"""Q13414953""",religious denomination,"""Q842798""",Western Christianity,refinement,identifiable religious subgroup with a common structure and doctrine,"Christianity originating from the tradition of the Western Roman Empire, with its capital in Rome. consists of the Latin Church of the Catholic Church and its derivatives",property_value_update
956401074,31,Q208147$b4c170c1-4a74-dc49-2833-583f8ca6fc92,instance of,hang gliding,"""Q644628""",air sports,"""Q18353240""",air sports at the 2014 Asian Beach Games,refinement,range of aerial activities,,refinement
1036572143,159,Q285246$CCB12246-A825-4524-97E1-C69EF5EF0664,headquarters location,De Havilland Canada,"""Q172""",Toronto,"""Q118696""",Downsview Airport,refinement,"capital and largest city of the province of Ontario, Canada",airport,property_value_update
1074625850,31,Q417800$56E03037-7603-47E6-92B8-164B23720815,instance of,CD8,"""Q78155096""",family of protein complexes,"""Q420927""",protein complex,refinement,species-independent set of protein complexes with a common characteristic or origin,stable macromolecular complex,unrefinement
2152339523,137,Q34486$E1033785-98BF-4E61-80B2-1CF78FBF2781,operator,helicopter,"""Q61883""",air force,"""Q57770""",Argentine Air Force,refinement,military branch of service primarily concerned with aerial warfare,air warfare branch of Argentina's armed forces,refinement
2139592076,410,Q332972$E1499340-2976-4B4E-AA3C-FFAD0C5C28E7,military or police rank,"Augustus Keppel, 1st Viscount Keppel","""Q2916006""",admiral,"""Q4902790""",vice admiral,refinement,senior rank of the Royal Navy of the United Kingdom,military rank in the british Royal Navy,refinement
1573383711,410,Q305387$e1ff8f27-457d-a678-7a7a-cb32e6c26c13,military or police rank,Kathryn Janeway,"""Q132851""",admiral,"""Q77798300""",rear admiral,refinement,highest naval officer rank,Starfleet rank,property_value_update
745829938,452,Q372657$a61abc5d-4bd7-1a57-541c-2312d7054067,industry,Credit Suisse,"""Q837171""",financial services,"""Q1548025""",retail banking,refinement,economic service provided by the finance industry,provision of services by a bank to individual consumers,refinement
1394659043,31,Q62156$A1A15FC2-6030-4FA0-AD2A-4CC9DBDC0FA9,instance of,Antonov An-26,"""Q45296117""",aircraft type,"""Q15056995""",aircraft model,refinement,specific aircraft design and specification,"specific aircraft design and specification, differentiated from others of its family",refinement
6013868,47,q1612$C3D9E0CA-E7B9-49B8-B794-CB2DAECFCC1A,shares border with,Arkansas,"""Q1494""",Mississippi,"""Q1497""",Mississippi River,refinement,state of the United States of America,primary river of the largest drainage basin in the United States,property_value_update
5834861,20,q2831$33689039-B4EA-45F1-AB02-8E086DAEA487,place of death,Michael Jackson,"""Q65""",Los Angeles,"""Q542965""",Los Angeles River,refinement,"largest city in California, United States","river in California, United States",property_value_update
13184393,31,q170269$39915B52-7B15-4C75-9138-2CFA9C2FD3AC,instance of,Bic National Park,"""Q46169""",national park,"""Q3364923""",national park of Quebec,refinement,park used for conservation purposes of animal life and plants,protected areas created by the provincial government of Quebec,refinement
943875051,2061,Q467101$8902C6CD-F04A-434D-83D6-667E0008DE11,aspect ratio (W:H),Twenty Bucks,"""Q752245""",widescreen,"""Q21037379""",1.85:1,refinement,aspect ratio of a displayed image,aspect ratio with a width of 1.85 units and height of 1 unit,refinement
6769549,102,q314016$84A92CD9-7D79-4231-9364-58E49090A53C,member of political party,Andrew Fisher,"""Q216082""",Australian Labor Party,"""Q781552""",Australian Labor Party (Non-Communist),refinement,federal political party in Australia,political party in Australia,refinement
97570496,166,Q160726$cf79329b-48d7-6b17-f42f-e0fe12a50698,award received,Ang Lee,"""Q19020""",Academy Awards,"""Q180675""",84th Academy Awards,refinement,annual awards for cinematic achievements,American movie award ceremony,refinement
1386705429,2238,Q132720$e9e1455d-4d36-e16a-e655-97ce2a2a9a99,official symbol,Yamanashi Prefecture,"""Q42292""",Acer,"""Q149269""",Acer japonicum,refinement,genus of plants,species of plant,refinement
13369953,54,q315063$55D7FBDB-E600-4BEC-8C64-5D77FCA5C46E,member of sports team,Dieter Bast,"""Q104761""",Bayer 04 Leverkusen,"""Q812128""",Bayer 04 Leverkusen Women,refinement,"association football club in Leverkusen, Germany",German women's football club,refinement
650327345,31,q40$F7F1CF99-577E-419C-8F98-90F779AFE91A,instance of,Austria,"""Q3624078""",sovereign state,"""Q7571613""",Sovereign State of Aeterna Lucina,refinement,state that has the highest authority over a territory,Micronation,refinement
2022992464,69,Q55937$B7CE8E70-5D24-47A8-B814-01A9EB341943,educated at,Roman Giertych,"""Q348402""",Adam Mickiewicz University in Poznań,"""Q9379671""",Faculty of Law and Administration of Adam Mickiewicz University in Poznań,refinement,university in Poland,faculty of Adam Mickiewicz University in Poznań,refinement
1551230610,1196,Q312391$7309b82c-4234-fd50-5307-36d9c55430b6,manner of death,Philippe Leclerc de Hauteclocque,"""Q171558""",accident,"""Q2822702""",General Leclerc's aviation accident,refinement,unforeseen event that causes damage to a person or property,1947 aviation accident involving a North American B-25 Mitchell aircraft,refinement
740031185,31,Q212502$7908FE50-D863-46C3-BF81-E83E29DDCBC8,instance of,Callithoe,"""Q26214208""",set of mythological Greek characters,"""Q22988604""",mythological Greek character,refinement,set of mythological Greek characters which don't have any connection to each other,individual character in Greek mythology,refinement
790624717,31,Q317697$E17624CB-BDF9-4BDA-833E-BB058AE7CEFD,instance of,Meiderich,"""Q2983893""",quarter,"""Q253019""",Ortsteil,refinement,"division or section, region or part of a town, city or municipality, which may be an administrative unit","named subdivision or section of a human settlement in Germany, Austria or Switzerland",refinement
648943415,410,Q88472$AABA31F8-DCFC-4758-87BA-2D3F14C72E96,military or police rank,Günter Hessler,"""Q22815070""",Fregattenkapitän,"""Q22814748""",Korvettenkapitän,refinement,military rank in the navy,officer's rank in the German navy,refinement
322757325,452,Q333498$D46C6405-8BFD-4ABC-922B-3F25AB0BAA27,industry,Bombardier,"""Q2876213""",aerospace,"""Q3798668""",aerospace engineering,refinement,field of activity involving utilization of the atmosphere and outer space,branch of engineering,refinement
